number,value,datetime_start,datetime_complete,duration,params_gat_heads,params_gat_hidden_0,params_gat_hidden_1,params_gat_hidden_2,params_gat_layers,params_gat_out,params_kan_arity_0_0,params_kan_arity_0_1,params_kan_arity_0_2,params_kan_arity_0_3,params_kan_arity_0_4,params_kan_arity_0_5,params_kan_arity_0_6,params_kan_arity_0_7,params_kan_arity_0_8,params_kan_arity_0_9,params_kan_arity_1_0,params_kan_arity_1_1,params_kan_arity_1_2,params_kan_arity_1_3,params_kan_arity_1_4,params_kan_arity_1_5,params_kan_arity_1_6,params_kan_arity_1_7,params_kan_arity_1_8,params_kan_arity_1_9,params_kan_arity_2_0,params_kan_arity_2_1,params_kan_arity_2_2,params_kan_arity_2_3,params_kan_arity_2_4,params_kan_arity_2_5,params_kan_arity_2_6,params_kan_arity_2_7,params_kan_arity_2_8,params_kan_arity_2_9,params_kan_arity_3_0,params_kan_arity_3_1,params_kan_arity_3_2,params_kan_arity_3_3,params_kan_arity_3_4,params_kan_arity_3_5,params_kan_arity_3_6,params_kan_arity_3_7,params_kan_arity_3_8,params_kan_arity_3_9,params_kan_grid,params_kan_k,params_kan_layer_type_0,params_kan_layer_type_1,params_kan_layer_type_2,params_kan_layer_type_3,params_kan_mult_nodes_0,params_kan_mult_nodes_1,params_kan_mult_nodes_2,params_kan_mult_nodes_3,params_kan_n_layers,params_kan_neurons_0,params_kan_neurons_1,params_kan_neurons_2,params_kan_neurons_3,params_lr,state
658,,22:42.3,23:25.6,0 days 00:00:43.310117,3,96,32,96,3,5,8,2,10,4,3,2,10,10,,,9,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.005081484,FAIL
659,,23:25.6,24:09.1,0 days 00:00:43.445077,4,96,32,96,3,5,8,2,10,4,2,2,10,10,,,9,2,7,10,6,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.005583058,FAIL
660,,24:09.1,24:51.8,0 days 00:00:42.737571,3,96,32,32,3,5,9,6,9,4,2,2,3,10,,,9,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.002422369,FAIL
661,,24:51.8,25:34.9,0 days 00:00:43.029920,4,96,32,32,3,5,8,2,10,4,2,2,10,10,,,9,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.000861322,FAIL
662,,25:34.9,26:17.9,0 days 00:00:43.074533,4,96,32,32,3,5,8,2,10,4,2,2,10,10,,,9,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.002418034,FAIL
663,,26:18.0,27:01.4,0 days 00:00:43.416989,4,96,32,96,3,5,8,2,10,4,2,2,10,10,,,9,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.005023917,FAIL
664,,27:01.4,27:44.0,0 days 00:00:42.614856,4,96,32,32,3,5,8,2,10,4,2,2,10,10,,,3,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.00522414,FAIL
665,,27:44.0,28:27.2,0 days 00:00:43.220580,4,96,32,96,3,5,8,2,10,4,2,2,10,10,,,9,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.005063913,FAIL
666,,28:27.2,29:10.3,0 days 00:00:43.050791,3,96,32,96,3,5,8,2,10,4,2,2,10,10,,,9,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.005132991,FAIL
667,395.8084412,29:10.3,29:48.9,0 days 00:00:38.657096,3,96,32,96,3,5,,,,,,,,,,,3,5,7,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,6,,,2,10,8,,,0.005115312,COMPLETE
668,,29:48.9,30:31.4,0 days 00:00:42.473320,4,64,8,32,3,5,8,2,10,4,2,2,10,10,,,9,6,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,5,,,2,10,7,,,0.005640397,FAIL
669,,30:31.4,31:13.9,0 days 00:00:42.465458,4,64,8,32,3,5,8,2,10,4,2,2,10,10,,,9,6,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,5,,,2,10,7,,,0.002452639,FAIL
670,,31:13.9,31:57.0,0 days 00:00:43.152149,4,64,32,32,3,5,8,2,10,4,2,10,10,10,,,9,6,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,5,,,2,10,7,,,0.002462703,FAIL
671,,31:57.0,32:41.0,0 days 00:00:44.012553,4,64,32,32,3,5,8,2,10,4,3,2,10,10,,,9,6,8,6,6,2,4,8,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,8,,,2,10,7,,,0.002449742,FAIL
672,147.1461487,32:41.1,33:19.5,0 days 00:00:38.422657,4,64,8,32,3,5,,,,,,,,,,,9,6,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,5,,,2,10,7,,,0.005668273,COMPLETE
673,,33:19.5,34:02.2,0 days 00:00:42.697497,4,8,32,128,3,5,8,2,10,4,2,2,3,10,,,9,4,6,9,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,7,,,2,9,8,,,0.003646002,FAIL
674,334.7417603,34:02.2,34:41.8,0 days 00:00:39.651569,4,8,32,128,3,5,,,,,,,,,,,9,4,7,9,7,2,8,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,9,8,,,0.002387751,COMPLETE
675,,34:41.8,35:25.9,0 days 00:00:44.065254,4,128,32,32,3,5,8,2,10,4,2,2,10,10,10,,8,2,6,10,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,9,7,,,2,10,8,,,0.002619669,FAIL
676,,35:25.9,36:10.3,0 days 00:00:44.406950,4,128,32,32,3,5,8,2,10,4,3,2,10,10,,,8,2,6,10,6,5,4,8,5,2,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,10,,,2,10,8,,,0.003607287,FAIL
677,,36:10.3,36:53.4,0 days 00:00:43.104556,4,128,32,32,3,5,8,2,9,4,2,2,10,10,,,8,2,6,10,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,7,,,2,10,8,,,0.002714861,FAIL
678,,36:53.4,37:36.8,0 days 00:00:43.338759,4,128,32,32,3,5,8,2,10,4,2,2,10,10,,,8,2,6,10,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,7,,,2,10,8,,,0.003563674,FAIL
679,191.9637451,37:36.8,38:15.9,0 days 00:00:39.170890,4,128,32,32,3,5,,,,,,,,,,,9,2,6,10,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,10,8,,,0.003823436,COMPLETE
680,,38:15.9,38:59.9,0 days 00:00:43.946642,4,96,32,16,3,5,8,2,10,4,2,2,10,10,,,9,6,7,6,6,6,3,8,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,8,,,2,10,8,,,0.002670751,FAIL
681,,38:59.9,39:43.1,0 days 00:00:43.259697,4,96,32,16,3,5,8,6,10,4,2,2,10,10,,,9,6,7,6,6,6,3,8,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,8,,,2,10,8,,,0.002664457,FAIL
682,,39:43.2,40:25.9,0 days 00:00:42.745484,4,96,32,16,3,5,8,2,10,4,2,2,10,10,,,9,6,7,6,6,6,3,8,5,2,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,10,,,2,10,8,,,0.002653902,FAIL
683,335.4693604,40:25.9,41:06.8,0 days 00:00:40.870984,4,96,32,16,3,5,,,,,,,,,,,9,6,7,6,6,6,3,8,8,2,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,10,,,2,10,8,,,0.003472388,COMPLETE
684,,41:06.8,41:46.4,0 days 00:00:39.652737,4,64,32,32,3,5,8,2,10,4,2,2,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,normal,,,8,,,,2,10,8,,,0.004510997,FAIL
685,,41:46.4,42:26.0,0 days 00:00:39.565885,4,64,32,32,3,5,8,2,10,4,2,2,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,normal,,,8,,,,2,10,8,,,0.002675,FAIL
686,3.71E+17,42:26.0,43:05.8,0 days 00:00:39.750270,4,64,32,32,3,5,8,2,10,5,2,2,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,normal,,,8,,,,2,10,8,,,0.004797358,COMPLETE
687,,43:05.8,43:48.5,0 days 00:00:42.767357,4,96,32,32,3,5,9,6,2,4,10,10,3,9,,,8,3,7,10,8,5,7,6,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,8,,,2,10,9,,,0.002759018,FAIL
688,175.3544617,43:48.5,44:28.9,0 days 00:00:40.395293,4,96,32,32,3,5,,,,,,,,,,,8,3,7,10,8,5,7,9,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,8,,,2,10,9,,,0.002752245,COMPLETE
689,114.2774658,44:28.9,45:08.5,0 days 00:00:39.540021,4,96,96,16,3,5,,,,,,,,,,,9,5,8,9,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,10,8,,,0.003084441,COMPLETE
690,155.0774078,45:08.5,45:48.2,0 days 00:00:39.696009,4,64,96,16,3,5,,,,,,,,,,,9,5,8,9,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,10,7,,,0.00316426,COMPLETE
691,132.2531433,45:48.2,46:27.4,0 days 00:00:39.236916,4,8,96,16,3,5,,,,,,,,,,,7,5,8,9,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,10,8,,,0.006093259,COMPLETE
692,151.7993317,46:27.4,47:08.6,0 days 00:00:41.176563,4,96,96,16,3,5,,,,,,,,,,,9,5,8,9,5,4,4,6,6,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,9,,,2,9,8,,,0.004225421,COMPLETE
693,,47:08.6,47:52.3,0 days 00:00:43.662929,4,64,96,16,3,5,9,6,2,4,10,10,3,9,,,9,5,8,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,8,,,0.003680538,FAIL
694,199.7584229,47:52.3,48:30.9,0 days 00:00:38.614627,4,64,96,16,3,5,,,,,,,,,,,9,5,8,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,3,normal,mixed,,,,6,,,2,10,8,,,0.000870108,COMPLETE
695,,48:30.9,49:14.8,0 days 00:00:43.925313,4,96,96,16,3,5,9,6,2,4,10,10,4,9,,,9,5,8,6,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,7,,,2,10,9,,,0.003069211,FAIL
696,,49:14.8,49:57.9,0 days 00:00:43.105001,4,96,96,16,3,5,9,6,2,4,10,10,3,,,,9,5,9,6,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,7,7,,,2,10,9,,,0.003673743,FAIL
697,127.0755539,49:57.9,50:37.7,0 days 00:00:39.788249,4,96,96,16,3,5,,,,,,,,,,,9,5,9,6,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,10,9,,,0.003602336,COMPLETE
698,,50:37.7,51:20.7,0 days 00:00:43.019806,4,96,96,16,3,5,8,6,2,4,10,10,3,9,,,9,2,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,5,,,2,10,8,,,0.003054575,FAIL
699,,51:20.7,52:03.9,0 days 00:00:43.195649,4,96,96,16,3,5,9,6,2,4,10,10,3,9,,,9,2,9,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,5,,,2,10,8,,,0.00303633,FAIL
700,185.2215881,52:03.9,52:42.4,0 days 00:00:38.433449,4,96,96,16,3,5,,,,,,,,,,,9,2,9,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,5,,,2,10,8,,,0.00311107,COMPLETE
701,278.0060425,52:42.4,53:21.8,0 days 00:00:39.470170,4,96,96,16,3,5,,,,,,,,,,,9,6,9,4,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,5,4,normal,mixed,,,,7,,,2,10,7,,,0.003505093,COMPLETE
702,155.1225586,53:21.8,54:01.5,0 days 00:00:39.640575,4,96,96,16,3,5,,,,,,,,,,,8,6,9,6,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,10,8,,,0.003004277,COMPLETE
703,,54:01.5,54:44.8,0 days 00:00:43.312516,4,96,96,16,3,5,9,6,2,4,10,10,3,9,,,9,4,7,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,6,,,2,10,9,,,0.003684907,FAIL
704,,54:44.8,55:28.2,0 days 00:00:43.433225,4,96,96,16,3,5,8,6,2,4,10,10,3,9,,,9,4,7,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,6,mixed,mixed,,,8,6,,,2,10,9,,,0.003673431,FAIL
705,192.7445068,55:28.2,56:07.0,0 days 00:00:38.791141,4,96,96,16,3,5,,,,,,,,,,,9,3,7,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,6,,,2,10,9,,,0.00351327,COMPLETE
706,,56:07.0,56:50.2,0 days 00:00:43.124159,4,96,96,16,3,5,9,6,2,4,10,10,3,,,,9,4,7,6,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,7,7,,,2,10,3,,,0.00533917,FAIL
707,,56:50.2,57:33.4,0 days 00:00:43.218585,4,96,96,16,3,5,9,6,2,4,4,10,3,9,,,9,4,7,6,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,7,,,2,10,8,,,0.003739763,FAIL
708,,57:33.4,58:16.5,0 days 00:00:43.076911,4,96,96,16,3,5,9,6,2,4,10,10,3,9,,,9,4,7,6,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,4,6,mixed,mixed,,,8,7,,,2,10,8,,,0.005320147,FAIL
709,199.0994873,58:16.5,58:56.9,0 days 00:00:40.468619,4,96,96,16,3,5,,,,,,,,,,,9,4,7,6,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,4,6,normal,mixed,,,,7,,,2,10,8,,,0.007690649,COMPLETE
710,,58:56.9,59:41.1,0 days 00:00:44.174241,4,96,96,16,3,5,9,6,2,4,10,10,3,9,,,9,2,9,5,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,8,,,2,10,8,,,0.003826752,FAIL
711,,59:41.1,00:25.0,0 days 00:00:43.879798,4,96,96,16,3,5,9,6,2,4,10,10,3,9,,,9,2,9,5,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,8,,,2,10,8,,,0.005367088,FAIL
712,197.4681549,00:25.0,01:04.3,0 days 00:00:39.266494,4,96,96,16,3,5,,,,,,,,,,,9,2,7,6,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,8,,,2,10,8,,,0.005236265,COMPLETE
713,,01:04.3,01:45.5,0 days 00:00:41.259041,4,96,96,16,3,5,9,6,2,4,10,10,3,9,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,2,,,2,10,8,,,0.003750966,FAIL
714,,01:45.5,02:27.0,0 days 00:00:41.494913,4,96,96,16,3,5,9,6,2,4,10,10,3,9,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,2,,,2,10,3,,,0.003843561,FAIL
715,250.5135956,02:27.0,03:06.0,0 days 00:00:38.984746,4,96,96,16,3,5,,,,,,,,,,,9,4,7,5,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,10,8,,,0.002702067,COMPLETE
716,,03:06.0,03:49.8,0 days 00:00:43.735253,4,32,96,16,3,5,9,6,2,4,10,10,3,9,,,8,6,7,6,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,7,,,2,10,7,,,0.003760083,FAIL
717,,03:49.8,04:33.8,0 days 00:00:44.051412,4,32,96,16,3,5,9,6,2,4,10,10,3,9,,,8,6,7,6,9,4,5,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,8,7,,,2,10,3,,,0.003774256,FAIL
718,423.1221924,04:33.8,05:10.8,0 days 00:00:36.982221,4,64,96,16,3,5,,,,,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,2,,,2,10,7,,,0.003769207,COMPLETE
719,,05:10.8,05:54.7,0 days 00:00:43.944102,4,96,128,8,3,5,9,6,2,4,10,10,3,9,,,9,5,7,6,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,3,4,mixed,mixed,,,8,7,,,2,10,9,,,0.00330228,FAIL
720,,05:54.7,06:38.5,0 days 00:00:43.741610,4,96,64,8,3,5,9,6,2,4,10,10,3,9,,,9,5,7,8,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,3,4,mixed,mixed,,,8,7,,,2,10,9,,,0.003249192,FAIL
721,222.3074951,06:38.5,07:17.9,0 days 00:00:39.405397,4,32,128,8,3,5,,,,,,,,,,,9,5,7,8,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,3,4,normal,mixed,,,,7,,,2,10,9,,,0.003324087,COMPLETE
722,138.5367432,07:17.9,07:56.8,0 days 00:00:38.888905,4,16,64,32,3,5,,,,,,,,,,,9,3,9,6,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,10,8,,,0.004495895,COMPLETE
723,573.8798828,07:56.8,08:36.8,0 days 00:00:40.046885,4,96,16,16,3,4,9,6,2,4,10,10,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,normal,,,8,,,,2,10,3,,,0.003006248,COMPLETE
724,,08:36.8,09:17.8,0 days 00:00:40.930669,4,96,96,32,3,5,2,2,9,,,,,,,,9,6,7,6,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,7,,,2,9,8,,,0.005468781,FAIL
725,,09:17.8,09:58.2,0 days 00:00:40.396183,4,96,96,32,3,5,2,5,9,,,,,,,,9,6,7,6,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,3,7,,,2,9,8,,,0.00566612,FAIL
726,387.7975159,09:58.2,10:37.5,0 days 00:00:39.278128,4,96,96,32,3,5,,,,,,,,,,,9,6,7,6,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,7,,,2,9,8,,,0.00571361,COMPLETE
727,120.9733658,10:37.5,11:16.5,0 days 00:00:39.010876,4,64,96,32,3,5,,,,,,,,,,,9,3,10,6,7,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,6,,,2,10,8,,,0.003919075,COMPLETE
728,,11:16.5,11:56.5,0 days 00:00:40.054324,4,96,96,16,3,5,2,2,9,,,,,,,,9,2,10,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,3,6,,,2,10,8,,,0.004016493,FAIL
729,144.5519562,11:56.5,12:35.3,0 days 00:00:38.798019,4,96,96,16,3,5,,,,,,,,,,,9,2,8,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,6,,,2,10,8,,,0.00390439,COMPLETE
730,,12:35.3,13:16.1,0 days 00:00:40.765770,4,64,96,96,3,5,2,2,9,,,,,,,,10,6,10,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,3,6,,,2,10,7,,,0.003740189,FAIL
731,,13:16.1,13:56.5,0 days 00:00:40.441991,4,64,96,96,3,5,2,2,9,,,,,,,,10,6,10,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,3,6,,,2,10,7,,,0.003602481,FAIL
732,,13:56.6,14:37.2,0 days 00:00:40.672087,4,64,96,96,3,5,2,5,9,,,,,,,,10,6,10,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,3,6,,,2,10,7,,,0.003582127,FAIL
733,389.3978882,14:37.2,15:16.5,0 days 00:00:39.260779,4,64,96,96,3,5,,,,,,,,,,,10,6,10,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,6,,,2,10,7,,,0.003552841,COMPLETE
734,133.7989502,15:16.5,15:55.7,0 days 00:00:39.171637,4,96,96,32,3,5,,,,,,,,,,,7,2,10,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,normal,mixed,,,,6,,,2,10,8,,,0.003985537,COMPLETE
735,,15:55.7,16:35.7,0 days 00:00:40.010104,4,64,96,32,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,3,6,,,2,10,9,,,0.003225127,FAIL
736,,16:35.7,17:16.9,0 days 00:00:41.194218,4,64,96,32,3,5,8,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,6,,,2,10,9,,,0.003267504,FAIL
737,,17:16.9,17:58.1,0 days 00:00:41.219691,4,64,96,32,3,5,8,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,6,,,2,8,9,,,0.003309611,FAIL
738,,17:58.1,18:39.0,0 days 00:00:40.918338,4,64,96,32,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,6,,,2,10,9,,,0.00335482,FAIL
739,,18:39.0,19:19.8,0 days 00:00:40.819629,4,64,96,32,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,6,,,2,10,9,,,0.003277286,FAIL
740,,19:19.8,19:59.9,0 days 00:00:40.020016,4,64,96,32,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,3,6,,,2,10,9,,,0.003143238,FAIL
741,,19:59.9,20:40.8,0 days 00:00:40.897134,4,64,96,32,3,5,2,5,8,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,6,,,2,10,9,,,0.003345925,FAIL
742,,20:40.8,21:21.1,0 days 00:00:40.311914,4,64,96,32,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,mixed,mixed,,,3,6,,,2,10,9,,,0.003294419,FAIL
743,128.2009735,21:21.1,22:00.8,0 days 00:00:39.745755,4,64,96,32,3,5,,,,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,normal,mixed,,,,6,,,2,10,9,,,0.003245511,COMPLETE
744,,22:00.8,22:41.8,0 days 00:00:41.008462,4,64,96,16,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,6,,,2,10,9,,,0.002593894,FAIL
745,105.3205566,22:41.9,23:21.7,0 days 00:00:39.835714,4,64,96,16,3,5,,,,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,normal,mixed,,,,6,,,2,10,9,,,0.004473147,COMPLETE
746,,23:21.7,24:01.1,0 days 00:00:39.447383,4,64,96,16,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,3,mixed,mixed,,,3,6,,,2,8,9,,,0.002638933,FAIL
747,,24:01.1,24:42.2,0 days 00:00:41.065422,4,64,96,16,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,6,,,2,10,9,,,0.004687282,FAIL
748,,24:42.2,25:22.0,0 days 00:00:39.743267,4,64,96,16,3,5,,,,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,normal,mixed,,,,6,,,2,8,9,,,0.004536081,FAIL
749,547.3706665,25:22.0,26:02.8,0 days 00:00:40.887151,4,64,96,16,3,5,,,,,,,,,,,9,3,10,6,7,3,5,6,5,,,,,,,,,,,,,,,,,,,,,,4,5,normal,mixed,,,,9,,,2,8,9,,,0.004672057,COMPLETE
750,,26:02.9,26:46.1,0 days 00:00:43.282308,4,64,96,16,3,5,2,2,9,7,4,7,5,7,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,8,6,,,2,9,9,,,0.002563392,FAIL
751,337.0166931,26:46.1,27:25.9,0 days 00:00:39.734929,4,64,96,16,3,5,,,,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,normal,mixed,,,,6,,,2,9,9,,,0.002843372,COMPLETE
752,169.4475861,27:25.9,28:05.4,0 days 00:00:39.555988,4,64,96,16,3,5,,,,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,normal,mixed,,,,6,,,2,10,9,,,0.002516042,COMPLETE
753,,28:05.4,28:46.3,0 days 00:00:40.850037,4,64,96,16,3,5,2,2,9,,,,,,,,9,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,6,,,2,10,9,,,0.00493044,FAIL
754,,28:46.3,29:26.9,0 days 00:00:40.607298,4,64,96,16,3,5,2,2,9,,,,,,,,9,3,10,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,5,,,2,10,9,,,0.003162982,FAIL
755,,29:26.9,30:08.1,0 days 00:00:41.233003,4,64,96,16,3,5,2,5,9,,,,,,,,9,3,10,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,5,,,2,10,9,,,0.004434681,FAIL
756,,30:08.1,30:48.8,0 days 00:00:40.617195,4,64,96,16,3,5,2,2,8,,,,,,,,9,3,10,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,mixed,mixed,,,3,5,,,2,10,9,,,0.004940026,FAIL
757,266.9425354,30:48.8,31:28.3,0 days 00:00:39.504147,4,64,96,16,3,5,,,,,,,,,,,9,3,10,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,normal,mixed,,,,5,,,2,10,9,,,0.003226261,COMPLETE
758,198.9661102,31:28.3,32:08.0,0 days 00:00:39.710312,4,64,96,16,3,5,,,,,,,,,,,8,3,10,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,normal,mixed,,,,6,,,2,10,9,,,0.004418711,COMPLETE
